Chunk ID,Text,Page Range,Line Range,Filename
22,第九條 新生或轉學生所繳證明文件，如有假借、冒用、偽造或變造等情事，一經查明，即開除學籍，不發給任何學歷證明，並由學校通知其家長或監護人。,"(2, 2)","(37, 38)",data/ntu.pdf
23,畢業後始發覺者，除勒令繳銷其畢業證書外，並公告取消其畢業資格。,"(2, 2)","(38, 39)",data/ntu.pdf
24,第二節  繳費、註冊、選課第十條 學生每學期應繳交之各項費用及其數額，於每學期開學前公布之。,"(2, 2)","(40, 41)",data/ntu.pdf
25,第十一條 新生及轉學生入學第一學期須親自到校辦理註冊手續。,"(2, 2)","(42, 42)",data/ntu.pdf
26,若有重病、服役、出國、分娩或其他特殊情形無法親自辦理者，得經教務業管單位同意後委託他人代理註冊。,"(2, 2)","(42, 44)",data/ntu.pdf
27,未依前項規定如期辦理註冊手續者，新生除已照章請准保留入學資格或延緩註冊外，應予除名；轉學生除已照章請准延緩註冊外，應予除名。,"(2, 2)","(45, 46)",data/ntu.pdf
28,學生自入學第二學期起，除已辦理休學、應退學或已符合畢業資格者外，每學期均應於本校行事曆規定之上課開始日之前繳交各項應繳費用，繳交學雜費即視同完成註冊，其他未繳之應繳費用，應依各相關規定辦理。,"(2, 2)","(47, 49)",data/ntu.pdf
29,逾期未繳學雜費，除已請准延緩註冊者外，視同未註冊，應令退學。,"(2, 2)","(49, 50)",data/ntu.pdf
30,經本校核准出國之交換學生（含延長修業年限學生），於出國交換期間須繳交本校全額學雜費及交換學生計畫費。,"(2, 2)","(51, 52)",data/ntu.pdf
31,訪問學生（含延長修業年限學生）於出國訪問期間，應依國立臺灣大學辦理本校學生赴境外研修要點所訂之標準繳交本校學雜費及訪問學生計畫費。,"(2, 2)","(53, 54)",data/ntu.pdf
32,如有特殊情況者，其應繳學雜費之標準，得專案簽請教務長核定。,"(2, 2)","(55, 55)",data/ntu.pdf
33,第十一條之一 學生因故無法依前條規定期限繳費、註冊者，得經網路申請延緩註冊，至多以一星期為限。,"(2, 2)","(56, 57)",data/ntu.pdf
34,但情況特殊經專案請准延緩註冊者，不在此限。,"(2, 2)","(57, 57)",data/ntu.pdf
35,新生及轉學生入學第一學期已請准延緩註冊但逾前項已請准之延緩期限仍未辦理註冊手續者，即予除名。,"(2, 2)","(58, 59)",data/ntu.pdf
36,學生自入學第二學期起，已請准延緩註冊但逾第一項已請准之延緩期限仍未繳交學雜費者，應令退學。,"(2, 2)","(60, 61)",data/ntu.pdf
37,第十二條 已完成註冊手續之學生，若有依規定應向本校繳納之學（分）費等尚未繳清者，次學期不得註冊；若為應屆畢業生，除已核准緩繳者外，未於開學第十週結束前繳清學（分）費等者，註銷其本學期所選課程，並應令休學，休學年限（含專案核准者）已滿者，應令退學。,"(2, 2)","(62, 65)",data/ntu.pdf
38,第十三條 學生選課，須依國立臺灣大學學生選課辦法及當學期公告之選課注意事項辦理。,"(2, 2)","(66, 66)",data/ntu.pdf
39,學士班三年級（含）以上學生與碩、博士班學生，應於初選及加退選時一併填答教學優良教師遴選學生問卷調查表。,"(2, 2)","(67, 68)",data/ntu.pdf
40,第十四條 （刪除）第十五條 （刪除）第十五條之一 （刪除）第3頁，共14頁 第十六條 重複修習已修讀及格或已核准抵免名稱相同之科目，重複修習之學分不計入應修最低畢業學分數內。,"(2, 3)","(69, 73)",data/ntu.pdf
41,但各學系另有規定者，不在此限。,"(3, 3)","(73, 73)",data/ntu.pdf
42,第十六條之一 （刪除）第十六條之二 學生於學期中選修他校課程，依國立臺灣大學校際選課實施辦法規定辦理。,"(3, 3)","(74, 75)",data/ntu.pdf
43,第十六條之三 除當學年度第二學期已達退學標準者外，學生得於暑假期間修習本校暑期課程及經專案核准並公告實施之跨校暑期課程。,"(3, 3)","(76, 77)",data/ntu.pdf
44,學生於暑期所修科目、學分、成績應登記於歷年成績表，並計入畢業成績。,"(3, 3)","(78, 78)",data/ntu.pdf
45,學生修習本校暑期課程應繳交費用及相關細節，依國立臺灣大學暑期授課辦法及當年度公告之規定辦理。,"(3, 3)","(79, 80)",data/ntu.pdf
46,應屆畢業生合於下列規定者，得向教務處申請，經就讀學系系主任及所屬學院院長同意及教務長核准後，至他校修習暑期課程。,"(3, 3)","(81, 82)",data/ntu.pdf
47,一、修畢當年度暑期課程後，即可符合畢業資格者。,"(3, 3)","(83, 83)",data/ntu.pdf
48,二、申請至他校修習暑期課程，以本校暑期未開設者為限，至多二科。,"(3, 3)","(84, 84)",data/ntu.pdf
49,應屆畢業生修習經專案核准並公告實施之跨校暑期課程，依其規定辦理。,"(3, 3)","(85, 85)",data/ntu.pdf
50,第十六條之四 （刪除）第十六條之五 （刪除）第三節  修業年限、學分、成績第十七條 本校採用學年學分制，各學系修業年限，除醫學系為六年另加實習一年，牙醫學系、藥學系授予臨床藥學學士學位者、物理治療學系授予物理治療學士學位者為五年另加實習一年，獸醫學系為五年，學士後護理學系為二年半外，藥學系授予藥學學士學位者、物理治療學系授予理學學士學位者及其餘各系均為四年。,"(3, 3)","(86, 92)",data/ntu.pdf
51,四年制各學系之畢業應修學分數不得少於一二八學分；修業期限非四年者，應依修業期限酌予增減。,"(3, 3)","(93, 94)",data/ntu.pdf
52,但各學院專案申請經教務會議通過並報請教育部核准調減者，不在此限。,"(3, 3)","(94, 95)",data/ntu.pdf
53,入學本校學士班資格相當於國內高級中等學校二年級之國外或香港、澳門同級同類學校畢業生，應於各學系畢業應修學分數外加修十二學分。,"(3, 3)","(96, 97)",data/ntu.pdf
54,畢業應修學分數不含體育學分。,"(3, 3)","(98, 98)",data/ntu.pdf
55,自一○二學年度起新入學之醫學系學生修業年限為六年。,"(3, 3)","(99, 99)",data/ntu.pdf
56,原採七年制醫學系入學之學生，倘遇延長修業年限或休（復）學，須依七年制相關規定完成修業課程。,"(3, 3)","(99, 100)",data/ntu.pdf
57,第十七條之一 學生有下列情況之一者，得延長修業年限：一、未修滿本學系、學位學程、輔系、雙主修、院學士、校學士應修學分。,"(3, 3)","(101, 102)",data/ntu.pdf
58,二、已修滿畢業學分經本校核准出國修課。,"(3, 3)","(103, 103)",data/ntu.pdf
59,三、領有身心障礙證明，或各直轄市、縣（市）政府特殊教育學生鑑定及就學輔導會鑑定為身心障礙安置就學之學生。,"(3, 3)","(104, 105)",data/ntu.pdf
60,學生有下列情況之一者，得申請並經教務處核可後延長修業年限：一、未修滿教育學程或其他學分學程應修學分，經學程主辦單位同意。,"(3, 3)","(106, 107)",data/ntu.pdf
61,第4頁，共14頁 二、運動成績優良甄審、甄試學生因配合各項訓練或賽程需要。,"(4, 4)","(108, 108)",data/ntu.pdf
62,三、懷孕、分娩或撫育三歲以下子女。,"(4, 4)","(109, 109)",data/ntu.pdf
63,四、自行修習輔系或跨域專長達最低修習學分總數二分之一以上。,"(4, 4)","(110, 110)",data/ntu.pdf
64,五、經核准參與本校創新設計學院探索學習計畫（下稱探索學習計畫）。,"(4, 4)","(111, 111)",data/ntu.pdf
65,符合前二項規定之學生，除下列情況外，其延長之期限合計不得超過二年：一、未修滿學分學程及跨域專長應修學分，得延長至多一年。,"(4, 4)","(112, 113)",data/ntu.pdf
66,二、修讀雙主修學生經延長二年屆滿，已修滿本學系而未修滿加修學系應修學分，得再延長至多一年。,"(4, 4)","(114, 115)",data/ntu.pdf
67,三、身心障礙、運動績優或經核准參與探索學習計畫學生，其延長之期限合計不得超過四年。,"(4, 4)","(116, 117)",data/ntu.pdf
68,四、懷孕、分娩或撫育三歲以下子女，其延長之期限依個案情況核定。,"(4, 4)","(118, 118)",data/ntu.pdf
69,符合第二項申請延長修業年限者，第一學期應於十二月二十五日之前提出，第二學期應於五月二十五日之前提出。,"(4, 4)","(119, 120)",data/ntu.pdf
70,第十七條之二 重度身心障礙學生，檢具健保局特約區域醫院以上不宜參與體育課程之證明，經教務長核准者，得予免修體育課程。,"(4, 4)","(121, 122)",data/ntu.pdf
71,第十八條 各學系系訂必修科目及應修學分數之訂定或變更，須依國立臺灣大學課程開授及異動處理要點辦理。,"(4, 4)","(123, 124)",data/ntu.pdf
72,第十九條 學生入學本校前修習及格之科目與學分，得依國立臺灣大學學生抵免學分辦法規定申請抵免。,"(4, 4)","(125, 126)",data/ntu.pdf
73,第十九條之一 自一○一學年度起，學生經本校核准出國修課者，出國之學期至少應修習二科或六學分，並依國外學校原始成績證明登錄全部修習科目於本校歷年成績表。,"(4, 4)","(127, 128)",data/ntu.pdf
74,其學分是否採計為畢業應修學分數及採計學分數多寡，由學生就讀學系審核後，送教務處核定，但其成績不計入學期學業平均成績，亦不計入畢業成績。,"(4, 4)","(128, 130)",data/ntu.pdf
75,參與境外雙聯學位、寒假及暑假出國學生，其於境外所修習課程、學分、成績，除須採計為本校課程方能畢業外，其餘課程得不登錄於本校歷年成績表。,"(4, 4)","(131, 132)",data/ntu.pdf
76,學生自行出國修課，於出國前先經就讀學系同意，並經學院院長及教務長核准者，其所修課程及學分得依前項規定辦理。,"(4, 4)","(133, 134)",data/ntu.pdf
77,學生若有特殊情況，得於出國前或出國期間專案經學系主任核准降低修課學分數或免修習課程。,"(4, 4)","(135, 136)",data/ntu.pdf
78,學生修課期滿回國兩個月內未提出任何成績證明或於國外學校修課未達最低應修學分者，於歷年成績表註記：「出國期間於國外學校修課不符本校規定」。,"(4, 4)","(137, 138)",data/ntu.pdf
79,但有特殊情形經教務長核定者不在此限。,"(4, 4)","(138, 139)",data/ntu.pdf
80,第十九條之二 運動績優學生於國家運動選手訓練中心培（集）訓期間，已先於本校完成註冊及選課手續，並申請接受該中心課業輔導，經該中心成績評核及格者以通過登錄，其不及格者以不通過登錄。,"(4, 4)","(140, 142)",data/ntu.pdf
81,第二十條 各科學分之計算，以授課十八小時一學分為原則，實驗或實習每學期三十六至五十四小時為一學分，課程得於十六週內完成。,"(4, 4)","(143, 144)",data/ntu.pdf
82,第5頁，共14頁 第二十一條 本校學業成績考查，分為下列各種︰一、日常考查：由教師隨時舉行之。,"(5, 5)","(145, 146)",data/ntu.pdf
83,二、平時考試：由教師於上課時間內舉行之。,"(5, 5)","(147, 147)",data/ntu.pdf
84,三、期中考試：於學期中在規定時間內舉行之。,"(5, 5)","(148, 148)",data/ntu.pdf
85,四、期末考試：於學期末在規定時間內舉行之。,"(5, 5)","(149, 149)",data/ntu.pdf
86,第二十二條 各科目學期成績，由授課教師根據日常考查、平時考試、期中考試及期末考試，或其他方式等加以評定，且使用網路登分系統登分，登分完畢並確認後即完成成績繳交。,"(5, 5)","(150, 152)",data/ntu.pdf
87,學生應於每學期期末考試完畢十日起，至教務單位或上網查詢各科學期成績。,"(5, 5)","(153, 153)",data/ntu.pdf
88,學生對於學期成績有疑義時，得向各教務單位查詢。,"(5, 5)","(154, 154)",data/ntu.pdf
89,若教務單位查明登錄之成績與教師所送成績相符，且學生仍有疑義時，則應由學生逕洽授課教師查詢。,"(5, 5)","(154, 155)",data/ntu.pdf
90,第二十三條 學生成績分學業、操行兩種，最高為A+，及格標準為C-（百分制最高為一百分，及格標準為六十分）。,"(5, 5)","(156, 157)",data/ntu.pdf
91,性質特殊之科目，經院系課程委員會通過後，得採「通過」、「不通過」之考評方式，並送教務處備查。,"(5, 5)","(158, 159)",data/ntu.pdf
92,成績不及格或不通過之科目，不給學分。,"(5, 5)","(160, 160)",data/ntu.pdf
93,有關成績評量之相關細節，依國立臺灣大學學生成績評量辦法處理。,"(5, 5)","(161, 161)",data/ntu.pdf
94,第二十四條 九十八學年度（含）以前入學學生之學期學業平均成績及畢業成績計算方法如下，四捨五入取至小數點第二位：一、以科目之學分乘該科目所得之成績分數為積分。,"(5, 5)","(162, 164)",data/ntu.pdf
95,二、所修各科目學分之總和，扣除以「通過」、「不通過」考評方式之科目學分，為學分總數。,"(5, 5)","(165, 166)",data/ntu.pdf
96,三、各科積分之總和為積分總數。,"(5, 5)","(167, 167)",data/ntu.pdf
97,四、以學分總數除積分總數為學期學業平均成績。,"(5, 5)","(168, 168)",data/ntu.pdf
98,五、學期學業平均成績之計算，包括不及格科目在內，但不含暑期課程學分及成績。,"(5, 5)","(169, 170)",data/ntu.pdf
99,六、各學期（含暑期）積分之總數除以各學期（含暑期）學分總數為畢業成績。,"(5, 5)","(171, 171)",data/ntu.pdf
100,九十九學年度起入學學生之學期學業等第績分平均（以下簡稱學期GPA）及畢業等第績分平均（以下簡稱畢業GPA）計算方法如下，四捨五入取至小數點第二位：一、以各科目績分乘以各該科學分數之合計為總績分。,"(5, 5)","(172, 174)",data/ntu.pdf
101,二、所修各科目學分之總和，扣除以「通過」、「不通過」考評方式之科目學分，為總學分。,"(5, 5)","(175, 176)",data/ntu.pdf
102,三、以學期總學分除學期總績分為學期GPA。,"(5, 5)","(177, 177)",data/ntu.pdf
103,四、學期GPA之計算，包括不及格科目在內，但不含暑期課程學分及成績。,"(5, 5)","(178, 178)",data/ntu.pdf
104,五、歷年各學期（含暑期）總績分除以總修習學分為畢業GPA。,"(5, 5)","(179, 179)",data/ntu.pdf
105,第二十五條 教師繳交、補交及更正成績之各項事宜，應依國立臺灣大學教師繳交及更正成績辦法規定辦理。,"(5, 5)","(180, 181)",data/ntu.pdf
106,第6頁，共14頁 第二十六條 平時、期中或期末考試曠考者，其曠考部分之成績以X等第（百分制零分）計算。,"(6, 6)","(182, 182)",data/ntu.pdf
107,第二十七條 學生學期學業成績不及格科目之學分數，達該學期修習學分總數二分之一且次學期逾三分之一者，應令退學。,"(6, 6)","(183, 184)",data/ntu.pdf
108,第二十八條 僑生、港澳生、陸生、外國學生、海外回國升學之蒙藏生、原住民族籍學生、離島生、希望生（含申請入學希望組入學生）、派外人員子女學生學期學業成績不及格科目之學分數，達該學期修習學分總數三分之二且次學期逾二分之一者，應令退學。,"(6, 6)","(185, 188)",data/ntu.pdf
109,第二十九條 下列學生不適用前二條規定：一、第十七條之一第一項第三款規定之身心障礙學生。,"(6, 6)","(189, 190)",data/ntu.pdf
110,二、全學期修習學分總數未超過九學分者。,"(6, 6)","(191, 191)",data/ntu.pdf
111,三、運動成績優良甄審、甄試學生。,"(6, 6)","(192, 192)",data/ntu.pdf
112,第三十條 學生因公或因急病、近親喪故或臨時發生不可抗拒之變故不能參加期末考試者，應依國立臺灣大學學生請假辦法規定，向學務處生活輔導組辦理（在醫學院、公共衛生學院辦理註冊之學生須向醫學院學務分處辦理），請假程序完成後，方得補考。,"(6, 6)","(193, 196)",data/ntu.pdf
113,第三十一條 期末考試補考應在次學期行事曆規定上課開始二天內訂期舉行，以一次為限；應行補考學生，逾期不得補考。,"(6, 6)","(197, 198)",data/ntu.pdf
114,因重大事故，致無法參加補考者，得檢具證明，經系主任、院長及教務處核准後，未參加期末考試之學期，可以休學論處，惟其休學累計學期數仍應符合本學則相關規定。,"(6, 6)","(199, 201)",data/ntu.pdf
115,期末考試因公、病、生產、配偶或二親等親屬喪故而請假補考者，其補考成績以授課教師評定之實際成績計算；經校核准事假補考者（因懷孕或撫育幼兒需要者除外），其補考成績如超過C-，概以 C-計算。,"(6, 6)","(202, 204)",data/ntu.pdf
116,第三十二條 學生於考試時如有作弊行為，一經查出，除該科該次成績以X等第計算外，並視情節輕重，分別予以記過、勒令退學或開除學籍之處分。,"(6, 6)","(205, 206)",data/ntu.pdf
117,第四節  請假、曠課、扣分第三十三條 學生因故不能上課者，須依學務處規定之請假規定請假。,"(6, 6)","(207, 208)",data/ntu.pdf
118,第三十四條 未經准假或假期已滿而缺課者，以曠課論。,"(6, 6)","(209, 209)",data/ntu.pdf
119,曠課一小時，以請假五小時論。,"(6, 6)","(209, 209)",data/ntu.pdf
120,第三十五條 學生平時請假達學期授課時數五分之一者，降該科學期成績一等第為原則，達四分之一者，降該科學期成績二等第為原則。,"(6, 6)","(210, 211)",data/ntu.pdf
121,授課教師另有規定者，從其規定。,"(6, 6)","(211, 211)",data/ntu.pdf
122,一學期中某科目請假達三分之一者，該科成績以X等第登錄。,"(6, 6)","(212, 212)",data/ntu.pdf
123,第三十六條 經核准請公假、產假者，或情況特殊經專案核准者，不適用前條規定。,"(6, 6)","(213, 213)",data/ntu.pdf
124,第五節  轉系、輔系、雙主修、學程、院學士及校學士第三十七條 學生修讀滿一年後至修業年限最後一年第一學期開始前（不含延長修業年限期間），得依國立臺灣大學學士班學生轉系辦法規定申請轉系，並以核准一次為限。,"(6, 6)","(214, 216)",data/ntu.pdf
125,第7頁，共14頁 降級轉系者，應依轉入年級學生入學學年度之必修科目及應修學分規定修課；其修業年限之計算，應扣除同年級重複部分。,"(7, 7)","(217, 218)",data/ntu.pdf
126,第三十八條 轉系（組）學生所應補修之科目，由轉入學系之系主任核定之。,"(7, 7)","(219, 219)",data/ntu.pdf
127,第三十九條 學生修讀滿一年後至修業年限最後一年第一學期開始前（不含延長修業年限期間），得申請修讀輔系（含國立臺灣大學系統輔系）。,"(7, 7)","(220, 221)",data/ntu.pdf
128,輔系學分應在本學系規定最低畢業學分數以外加修之。,"(7, 7)","(222, 222)",data/ntu.pdf
129,學生修滿輔系規定應修科目學分者，其學位證書加註輔系名稱。,"(7, 7)","(223, 223)",data/ntu.pdf
130,學生修讀輔系之相關細節，依國立臺灣大學學士班學生修讀輔系辦法、國立臺灣大學系統學生跨校修讀雙主修及輔系辦法規定辦理。,"(7, 7)","(224, 225)",data/ntu.pdf
131,第四十條 學生於前一學年每學期學業等第績分平均（GPA）達二點九二以上或成績名次在該班學生人數前百分之二十以內（各學系有更嚴格規定者，從其規定），得於修讀滿一年後至延長修業年限最後一年第一學期開始前，申請加修其他學系。,"(7, 7)","(226, 228)",data/ntu.pdf
132,學生修滿本學系規定之畢業應修科目學分，及加修學系規定之系訂必修科目及指定選修學分，始可取得雙主修畢業資格，其本學系與加修學系之學位名稱併列於其學位證書內。,"(7, 7)","(229, 231)",data/ntu.pdf
133,修讀雙主修學生，已符合本學系應屆畢業資格，但未能修畢加修學系科目與學分者，得向教務處提出放棄修讀雙主修，以本學系資格畢業。,"(7, 7)","(232, 233)",data/ntu.pdf
134,修讀雙主修學生，已符合加修學系應屆畢業資格（包含加修學系應修習之共同必修、通識、系訂必修、選修等各項規定），但未能修畢本學系科目與學分者，得向教務處提出放棄修讀雙主修，以加修學系資格畢業。,"(7, 7)","(234, 236)",data/ntu.pdf
135,學生修讀雙主修之相關細節，依國立臺灣大學學生修讀雙主修辦法、國立臺灣大學系統學生跨校修讀雙主修及輔系辦法規定辦理。,"(7, 7)","(237, 238)",data/ntu.pdf
136,第四十條之一 學生修讀院學士與校學士之規定，依國立臺灣大學院學士學位暨校學士學位設置準則辦理。,"(7, 7)","(239, 240)",data/ntu.pdf
137,第四十條之二 學生修讀教育學程，依師資培育法及國立臺灣大學教育學程修習辦法規定辦理，其辦法報教育部核定後實施。,"(7, 7)","(241, 242)",data/ntu.pdf
138,第四十條之三 學生得依國立臺灣大學跨院系所學分學程設置準則規定，申請修讀學分學程。,"(7, 7)","(243, 243)",data/ntu.pdf
139,修畢學分學程所規定之科目及學分者，發給學分學程證明。,"(7, 7)","(244, 244)",data/ntu.pdf
140,第四十條之四 本校招生簡章中規定入學後不得申請轉系、輔系、雙主修、教育學程、學分學程或另有其他限制者，從其規定。,"(7, 7)","(245, 246)",data/ntu.pdf
141,第六節  休學、復學、轉學、退學第四十一條 學生因故申請休學，未成年者須經家長或監護人之同意。,"(7, 7)","(247, 248)",data/ntu.pdf
142,但特殊情況經教務長同意者，不在此限。,"(7, 7)","(248, 249)",data/ntu.pdf
143,學生休學至遲應於期末考試開始前申請。,"(7, 7)","(250, 250)",data/ntu.pdf
144,新生及轉學生入學第一學期，須於完成註冊手續後，始得申請休學。,"(7, 7)","(251, 251)",data/ntu.pdf
145,第四十一條之一 學生出國期限達學期授課時數三分之一者，應依前條規定辦理休學。,"(7, 7)","(252, 252)",data/ntu.pdf
146,但下列第8頁，共14頁 情況不在此限：一、經本校國際事務處或各學院與國外學校依簽訂之合約薦送出國交換或訪問。,"(7, 8)","(252, 254)",data/ntu.pdf
147,二、就讀學系推薦至國外素有聲譽之學校進行研究或修讀學分，並檢附相關同意文件，經學院院長及教務長核准。,"(8, 8)","(255, 256)",data/ntu.pdf
148,三、經核准參與探索學習計畫。,"(8, 8)","(257, 257)",data/ntu.pdf
149,第四十二條 學生有下列情形之一者，當學期應令休學︰一、一學期中請假達三分之一者。,"(8, 8)","(258, 259)",data/ntu.pdf
150,二、已註冊學生於加退選截止日仍未依規定辦理選課或所選學分數低於國立臺灣大學學生選課辦法之規定者。,"(8, 8)","(260, 261)",data/ntu.pdf
151,三、依本學則其他規定應令休學者。,"(8, 8)","(262, 262)",data/ntu.pdf
152,第四十三條 學生休學，得以學期或學年為期，休學累計以二學年為原則，期滿因重病或特殊事故需再申請休學者，應經就讀學系系主任及教務處之核可後，酌予延長休學年限，至多以二學年為限。,"(8, 8)","(263, 265)",data/ntu.pdf
153,但有其他因素專案申請經教務長核可者，得再延長二學年，惟應扣除參與探索學習計畫期數。,"(8, 8)","(265, 266)",data/ntu.pdf
154,第四十四條 本校修業年限六年（含實習）以上各學系學生，修滿四年課程，且已修畢該學系一二八學分以上者，經依入學大學同等學力認定標準之規定考取並就讀研究所者，於碩士班修業期間得向原肄業學系申請休學二學年，如修讀博士學位，得再申請延長休學期限四學年。,"(8, 8)","(267, 270)",data/ntu.pdf
155,前項休學期間不列入原肄業學系休學年限併計。,"(8, 8)","(271, 271)",data/ntu.pdf
156,第四十五條 學生休學期滿後應依第十一條規定繳費註冊完成復學，如擬繼續休學須於應復學該學期本校行事曆規定之上課開始日之前重新申請。,"(8, 8)","(272, 273)",data/ntu.pdf
157,復學學生仍應在原肄業之學系及相銜接之年級肄業。,"(8, 8)","(274, 274)",data/ntu.pdf
158,學期中途休學者，復學時應入原休學年級肄業。,"(8, 8)","(274, 275)",data/ntu.pdf
159,第四十六條 休學期間應徵服役者，服役期滿後，得檢具退伍令或退役證明申請休學期間不計入休學年限內。,"(8, 8)","(276, 277)",data/ntu.pdf
160,因懷孕、生產申請休學者，應檢具健保署特約區域醫院以上出具之證明書，申請休學期間至多以二學期為限；另為撫育三歲以下子女，檢具證明文件經專案申請核准者，得延長休學年限，且皆不計入休學年限內。,"(8, 8)","(278, 280)",data/ntu.pdf
161,學生擔任國內外偏遠地區之服務性志工，服務期間達學期授課時數三分之一者，至遲於擬休學學期第十二週結束前，以學生報告書向教務處所屬註冊單位報備，並於休學截止日前檢具證明文件申請休學，至多以二學期為限，且不計入休學年限內。,"(8, 8)","(281, 284)",data/ntu.pdf
162,第四十七條 請准休學學生，其休學學期內已有之成績，概不計算。,"(8, 8)","(285, 285)",data/ntu.pdf
163,第四十八條 學生有下列情形之一者，應令退學︰一、修業年限屆滿經依規定延長年限仍未修足本學系應修之科目與學分者。,"(8, 8)","(286, 287)",data/ntu.pdf
164,二、休學逾期未繳費註冊者。,"(8, 8)","(288, 288)",data/ntu.pdf
165,三、入學或轉學資格經審核不合者。,"(8, 8)","(289, 289)",data/ntu.pdf
166,第9頁，共14頁 四、操行成績不及格者。,"(9, 9)","(290, 290)",data/ntu.pdf
167,五、休學年限（含專案核准者）已滿，已註冊但於加退選截止日仍未依規定辦理選課或所選學分數低於國立臺灣大學學生選課辦法之規定者。,"(9, 9)","(291, 292)",data/ntu.pdf
168,六、自一○二學年度起入學學生同時在本校擁有二個（含）以上學士班學籍者。,"(9, 9)","(293, 293)",data/ntu.pdf
169,七、依本學則其他規定應令退學者。,"(9, 9)","(294, 294)",data/ntu.pdf
170,第四十九條 學生因故自請退學，得於期末考試開始前辦理，未成年者須經家長或監護人之同意，但特殊情況經教務長同意者，不在此限。,"(9, 9)","(295, 296)",data/ntu.pdf
171,第五十條 自請退學及應令退學學生，應向教務處辦理退學離校手續。,"(9, 9)","(297, 297)",data/ntu.pdf
172,如在校修滿一學期以上，具有成績，其學籍並經審查合格者，得發給修業證明書。,"(9, 9)","(297, 298)",data/ntu.pdf
173,入學或轉學資格不合而退學者、經開除學籍者，或應令退學而仍有學雜費、學分費未依規定繳清者，不發給有關修業之任何證明文件。,"(9, 9)","(299, 300)",data/ntu.pdf
174,第五十條之一 休、退學學生之退費標準，於每學期開學前公布之。,"(9, 9)","(301, 301)",data/ntu.pdf
