Chunk ID,Text,Page Range,Line Range,Filename
674,19建立pages資料夾（此資料夾將用來存放網頁原始碼，名稱路徑可自定）：sudo mkdir -p /var/lighttpd/servers/www.example.org/pages由於剛剛在/var底下建立的 /lighttpd/pages資料夾是root權限，需要使用下列的指令來更改為user權限：sudo chown -R 使用者名稱 /var/lighttpd  //改變 log owner接著把所有「網頁原始碼」和資料夾檔案複製一份到自己設立的資料夾中(參考路徑：/var/lighttpd/servers/www.example.org/pages/)內(3)安裝MySQL安裝MySQL相關套件：sudo apt-get install mysql-server mysql-client,"(20, 20)","(463, 474)",data/report.pdf
675,MySQL密碼設定：(為了讓我們在開發期間方便修改內容，暫時先把密碼設為123456),"(20, 20)","(475, 477)",data/report.pdf
676,20安裝phpMyAdmin網頁型資料庫管理：到http://www.phpmyadmin.net/home_page/downloads.php下載phpMyAdmin-3.3.5.1-all-languages.tar.gz套件，下載完後解壓縮，並把到解壓縮後的資料夾整個移到pages資料夾內(請將資料夾名稱由原先的phpMyAdmin-3.3.5.1-all-languages.tar.gz，改為phpMyAdmin，方便管理)到phpMyAdmin 資料夾中將config.sample.inc.php複製一份，並重新命名為config.inc.php設定檔：cd /var/lighttpd/servers/www.example.org/pages/phpMyAdmincp config.sample.inc.php config.inc.php修改phpMyAdmin 資料夾中的config.inc.php設定檔：,"(21, 21)","(478, 489)",data/report.pdf
677,執行MySQL：sudo /etc/init.d/mysql start執行測詴lighpptd：$ cd /home/lighttpd/sbin$ sudo ./lighttpd -D -f/lighttpd/lighttpd-1.4.26/tests/lighttpd.conf開啟phpmyadmin頁面(在lighpptd執行中才可開啟)：網址輸入http://自己主機的IP位址/phpMyAdmin(即先前解壓縮修改的資料夾名稱)/,"(21, 22)","(490, 499)",data/report.pdf
678,21(可先將語言(Language)改為繁體中文，方便管理與對照說明),"(22, 22)","(500, 502)",data/report.pdf
679,建立資料庫建立新web資料庫：校對選擇utf8_unicode_ci，設定完後點選『建立』,"(22, 22)","(503, 506)",data/report.pdf
680,新增資料表video（存放影片資料）,"(22, 23)","(507, 508)",data/report.pdf
681,22v_id:影片id，,"(23, 23)","(509, 510)",data/report.pdf
682,使用現在時間加上亂數所組成的16進位數字作為影片id代號v_title:影片名稱，,"(23, 23)","(510, 511)",data/report.pdf
683,由使用者輸入v_text:影片簡介，,"(23, 23)","(511, 512)",data/report.pdf
684,由使用者輸入v_tag:影片標籤，,"(23, 23)","(512, 513)",data/report.pdf
685,由使用者輸入，,"(23, 23)","(513, 513)",data/report.pdf
686,可以是空值v_category:影片分類，,"(23, 23)","(513, 514)",data/report.pdf
687,由使用者選擇類別v_length:影片長度，,"(23, 23)","(514, 515)",data/report.pdf
688,轉檔時產生v_time:上傳時間，,"(23, 23)","(515, 516)",data/report.pdf
689,上傳時寫入當天日期u_id:上傳影片的人v_lock:預設值為0，,"(23, 23)","(516, 518)",data/report.pdf
690,當為5時影片將被封鎖，,"(23, 23)","(518, 518)",data/report.pdf
691,當同一會員有3部影片被封鎖時，,"(23, 23)","(518, 518)",data/report.pdf
692,"此會員將無法登入v_convert:當值為1時表示影片已轉檔完成v_visit:統計影片觀看人次CREATE TABLE  `web`.`video` (`v_id` VARCHAR( 12 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOT NULL ,`v_title` VARCHAR( 255 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOTNULL ,`v_text` TEXT CHARACTER SET utf8 COLLATE utf8_unicode_ci NOT NULL ,`v_tag` VARCHAR( 255 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NULLDEFAULT NULL ,`v_category` TINYINT( 2 ) UNSIGNED NOT NULL ,`v_length` TIME NULL DEFAULT NULL ,`v_time` DATE NOT NULL ,`u_id` VARCHAR( 255 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOT NULL ,`v_lock` TINYINT( 1 ) UNSIGNED NOT NULL DEFAULT  '0',`v_convert` TINYINT( 1 ) UNSIGNED NOT NULL DEFAULT  '0',`v_visit` TINYINT( 10 ) UNSIGNED NOT NULL DEFAULT  '0',PRIMARY KEY (  `v_id` )) ENGINE = MYISAM ;23新增資料表login_info （存放會員資料）","(23, 24)","(519, 540)",data/report.pdf
693,ID:流水編號u_id:帳號u_pwd:密碼，,"(24, 24)","(541, 543)",data/report.pdf
694,存入時有加密u_name:註冊人的真實姓名u_mail:註冊時的信箱，,"(24, 24)","(543, 545)",data/report.pdf
695,"發送信件到此信箱u_time:註冊的日期與時間u_chk:是否註冊已經認證u_logintime:最後一次登入的時間CREATE TABLE  `web`.`login_info` (`ID` MEDIUMINT( 6 ) UNSIGNED NOT NULL AUTO_INCREMENT PRIMARY KEY ,`u_id` VARCHAR( 255 ) NOT NULL ,`u_pwd` VARCHAR( 255 ) NOT NULL ,`u_name` VARCHAR( 255 ) NOT NULL ,`u_mail` VARCHAR( 255 ) NOT NULL ,`u_time` DATETIME NOT NULL ,`u_chk` TINYINT( 1 ) UNSIGNED NOT NULL ,`u_logintime` DATETIME NULL DEFAULT NULL) ENGINE = MYISAM ;24新增資料表lockd （存放暫時封鎖的帳號）id:密碼錯誤多次，","(24, 25)","(545, 561)",data/report.pdf
696,被封鎖的帳號locktime:封鎖時間，,"(25, 25)","(561, 562)",data/report.pdf
697,"預設5分鐘CREATE TABLE  `web`.`lockd` (`id` VARCHAR( 255 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOT NULL ,`locktime` VARCHAR( 30 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOTNULL ,PRIMARY KEY (  `id` )) ENGINE = MYISAM ;新增資料表comment （儲存留言內容）請注意留言板的primary key為 c_time + v_idv_id:頁面影片編號，","(25, 25)","(562, 571)",data/report.pdf
698,根據此欄位區別不同的留言板25u_postid:留言發言者，,"(25, 26)","(571, 573)",data/report.pdf
699,自己可以刪除自己的留言u_owner:影片所有人，,"(26, 26)","(573, 574)",data/report.pdf
700,影片owner可以刪除自己頁面的所有留言c_time:發言的時間，,"(26, 26)","(574, 575)",data/report.pdf
701,"用此時間來判斷哪一則留言c_text:留言的內容CREATE TABLE  `web`.`comment` (`v_id` VARCHAR( 12 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOT NULL ,`u_postid` VARCHAR( 255 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOTNULL ,`u_owner` VARCHAR( 255 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOTNULL ,`c_time` VARCHAR( 30 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOTNULL ,`c_text` TEXT CHARACTER SET utf8 COLLATE utf8_unicode_ci NOT NULL ,PRIMARY KEY (  `v_id` ,  `c_time` )) ENGINE = MYISAM ;新增資料表 inappropriate （記錄被檢舉的影片資訊）請注意檢舉影片的primary key為v_id+ u_reportv_id:被檢舉影片的id，","(26, 26)","(575, 590)",data/report.pdf
702,並記錄到video資料表v_lock中，,"(26, 26)","(590, 590)",data/report.pdf
703,累計超過5次不同會員檢舉，,"(26, 26)","(590, 591)",data/report.pdf
704,影片即被封鎖u_report: 檢舉者的帳號，,"(26, 26)","(591, 592)",data/report.pdf
705,會員才可以進行檢舉，,"(26, 26)","(592, 592)",data/report.pdf
706,每位會員只能對同一部影片檢舉一次i_time:檢舉的時間註記,"(26, 27)","(592, 595)",data/report.pdf
707,"26CREATE TABLE  `web`.`inappropriate` (`v_id` VARCHAR( 12 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOT NULL ,`u_report` VARCHAR( 255 ) CHARACTER SET utf8 COLLATE utf8_unicode_ci NOTNULL ,`i_time` TIMESTAMP ON UPDATE CURRENT_TIMESTAMP NOT NULL DEFAULTCURRENT_TIMESTAMP ,PRIMARY KEY (  `v_id` ,  `u_report` )) ENGINE = MYISAM ;新增資料表 convert （暫時記錄轉檔已完成的影片）請注意本資料表必頇預設一筆值為0的資料新增在表內v_id:暫存轉檔完成影片的id，","(27, 27)","(596, 607)",data/report.pdf
708,待資料寫入資料表video後即會自動刪除本表資料CREATE ,"(27, 27)","(607, 608)",data/report.pdf
709,TABLE ,"(27, 27)","(608, 608)",data/report.pdf
710, ,"(27, 27)","(608, 608)",data/report.pdf
711,`web`.`convert` ,"(27, 27)","(608, 608)",data/report.pdf
712,(`v_id` ,"(27, 27)","(608, 609)",data/report.pdf
713,VARCHAR( ,"(27, 27)","(609, 609)",data/report.pdf
714,12 ,"(27, 27)","(609, 609)",data/report.pdf
715,) ,"(27, 27)","(609, 609)",data/report.pdf
716,CHARACTER ,"(27, 27)","(609, 609)",data/report.pdf
717,SET ,"(27, 27)","(609, 609)",data/report.pdf
718,utf8 ,"(27, 27)","(609, 609)",data/report.pdf
719,COLLATE ,"(27, 27)","(609, 609)",data/report.pdf
720,utf8_unicode_ci ,"(27, 27)","(609, 609)",data/report.pdf
721,NOT ,"(27, 27)","(609, 609)",data/report.pdf
722,NULL ,"(27, 27)","(609, 609)",data/report.pdf
723,",PRIMARY ","(27, 27)","(609, 610)",data/report.pdf
724,KEY ,"(27, 27)","(610, 610)",data/report.pdf
725,( ,"(27, 27)","(610, 610)",data/report.pdf
726,`v_id` ,"(27, 27)","(610, 610)",data/report.pdf
727,)) ,"(27, 27)","(610, 611)",data/report.pdf
728,ENGINE ,"(27, 27)","(611, 611)",data/report.pdf
729,= ,"(27, 27)","(611, 611)",data/report.pdf
730,MYISAM ,"(27, 27)","(611, 611)",data/report.pdf
731,;27(4)安裝FFmpeg ,"(27, 28)","(611, 613)",data/report.pdf
732,( ,"(28, 28)","(613, 613)",data/report.pdf
733,FFmpeg-mt版：Multi-Thread ,"(28, 28)","(613, 613)",data/report.pdf
734,)1.安裝前請先install這些套件sudo ,"(28, 28)","(613, 615)",data/report.pdf
735,apt-get ,"(28, 28)","(615, 615)",data/report.pdf
736,install ,"(28, 28)","(615, 615)",data/report.pdf
737,libtoolsudo ,"(28, 28)","(615, 616)",data/report.pdf
738,apt-get ,"(28, 28)","(616, 616)",data/report.pdf
739,install ,"(28, 28)","(616, 616)",data/report.pdf
740,git-coresudo ,"(28, 28)","(616, 617)",data/report.pdf
741,apt-get ,"(28, 28)","(617, 617)",data/report.pdf
742,install ,"(28, 28)","(617, 617)",data/report.pdf
743,subversionsudo ,"(28, 28)","(617, 618)",data/report.pdf
744,apt-get ,"(28, 28)","(618, 618)",data/report.pdf
745,install ,"(28, 28)","(618, 618)",data/report.pdf
746,g++sudo ,"(28, 28)","(618, 619)",data/report.pdf
747,apt-get ,"(28, 28)","(619, 619)",data/report.pdf
748,install ,"(28, 28)","(619, 619)",data/report.pdf
749,yasm2.下載所需編譯檔FFmpeg-mtgit ,"(28, 28)","(619, 622)",data/report.pdf
750,clonehttp://git.gitorious.org/~astrange/ffmpeg/ffmpeg-mt.git或是git ,"(28, 28)","(622, 625)",data/report.pdf
751,clone ,"(28, 28)","(625, 625)",data/report.pdf
752,git://gitorious.org/~astrange/ffmpeg/ffmpeg-mt.gitFAAC ,"(28, 28)","(625, 626)",data/report.pdf
753,(faac-1.28.tar.gz)http://www.audiocoding.com/downloads.htmlx264sudo ,"(28, 28)","(626, 629)",data/report.pdf
754,git ,"(28, 28)","(629, 629)",data/report.pdf
755,clone ,"(28, 28)","(629, 629)",data/report.pdf
756,git://git.videolan.org/x264.gitlibswscalegit ,"(28, 28)","(629, 631)",data/report.pdf
757,clone ,"(28, 28)","(631, 631)",data/report.pdf
758,git://git.ffmpeg.org/libswscale/複製全部資料到ffmpeg-mt中cp ,"(28, 28)","(631, 633)",data/report.pdf
759,-a ,"(28, 28)","(633, 633)",data/report.pdf
760,libswscale/ ,"(28, 28)","(633, 633)",data/report.pdf
761,/home/使用者名稱/ffmpeg-mt/3.編譯各檔案 ,"(28, 28)","(633, 634)",data/report.pdf
762,(ffmpeg需最後編譯)FAACsudo ,"(28, 28)","(634, 636)",data/report.pdf
763,tar ,"(28, 28)","(636, 636)",data/report.pdf
764,-zxvf ,"(28, 28)","(636, 636)",data/report.pdf
765,faac-1.28.tar.gz編譯前請先載入外掛以免發生錯誤cd ,"(28, 28)","(636, 638)",data/report.pdf
766,faac-1.28vim一個檔案為faac-1.28.diff ,"(28, 28)","(638, 639)",data/report.pdf
767,(沒有該檔案)寫入http://abechin.sakura.ne.jp/sblo_files/k-tai-douga/ffmpeg/faac-1.28.diff ,"(28, 28)","(639, 640)",data/report.pdf
768,的資料編寫存檔完後輸入sudo ,"(28, 28)","(640, 642)",data/report.pdf
769,patch ,"(28, 28)","(642, 642)",data/report.pdf
770,-p1 ,"(28, 28)","(642, 642)",data/report.pdf
771,< ,"(28, 28)","(642, 642)",data/report.pdf
772,faac-1.28.diff ,"(28, 28)","(642, 642)",data/report.pdf
773, ,"(28, 28)","(642, 642)",data/report.pdf
774, ,"(28, 28)","(642, 642)",data/report.pdf
775, ,"(28, 28)","(642, 642)",data/report.pdf
776,載入完成sudo ,"(28, 28)","(642, 643)",data/report.pdf
777,./bootstrapsudo ,"(28, 28)","(643, 644)",data/report.pdf
778,./configure ,"(28, 28)","(644, 644)",data/report.pdf
779,--prefix=/usr/localsudo ,"(28, 28)","(644, 645)",data/report.pdf
780,makesudo ,"(28, 28)","(645, 646)",data/report.pdf
781,make ,"(28, 28)","(646, 646)",data/report.pdf
782,install28x264cd ,"(28, 29)","(646, 649)",data/report.pdf
783, ,"(29, 29)","(649, 649)",data/report.pdf
784,x264sudo ,"(29, 29)","(649, 650)",data/report.pdf
785,./configure ,"(29, 29)","(650, 650)",data/report.pdf
786,--prefix=/usr/local ,"(29, 29)","(650, 650)",data/report.pdf
787,--enable-sharedsudo ,"(29, 29)","(650, 651)",data/report.pdf
788,makesudo ,"(29, 29)","(651, 652)",data/report.pdf
789,make ,"(29, 29)","(652, 652)",data/report.pdf
790,installFFmpeg-mtcd ,"(29, 29)","(652, 654)",data/report.pdf
791,ffmpeg-mt/sudo ,"(29, 29)","(654, 655)",data/report.pdf
792,./configure ,"(29, 29)","(655, 655)",data/report.pdf
793,--prefix=/usr/local ,"(29, 29)","(655, 655)",data/report.pdf
794,--enable-gpl ,"(29, 29)","(655, 655)",data/report.pdf
795,--enable-shared--enable-libx264 ,"(29, 29)","(655, 656)",data/report.pdf
796,--enable-libfaac ,"(29, 29)","(656, 656)",data/report.pdf
797,--enable-nonfreesudo ,"(29, 29)","(656, 657)",data/report.pdf
798,makesudo ,"(29, 29)","(657, 658)",data/report.pdf
799,make ,"(29, 29)","(658, 658)",data/report.pdf
800,installffmpeg出現類似下面的圖案就表示成功了,"(29, 29)","(658, 661)",data/report.pdf
801,(5)安裝NutchNutch1.1安裝cd ,"(29, 29)","(662, 664)",data/report.pdf
802,/optsudo ,"(29, 29)","(664, 665)",data/report.pdf
803,wgethttp://ftp.mirror.tw/pub/apache//nutch/apache-nutch-1.1-bin.tar.gzsudo ,"(29, 29)","(665, 668)",data/report.pdf
804,tar ,"(29, 29)","(668, 668)",data/report.pdf
805,-zxvf ,"(29, 29)","(668, 668)",data/report.pdf
806,apache-nutch-1.1-bin.tar.gzsudo ,"(29, 29)","(668, 669)",data/report.pdf
807,mv ,"(29, 29)","(669, 669)",data/report.pdf
808,apache-nutch-1.1-bin ,"(29, 29)","(669, 669)",data/report.pdf
809,nutch29sudo ,"(29, 30)","(669, 671)",data/report.pdf
810,chown ,"(30, 30)","(671, 671)",data/report.pdf
811,-R ,"(30, 30)","(671, 671)",data/report.pdf
812,使用者名稱:使用者名稱 ,"(30, 30)","(671, 671)",data/report.pdf
813,/opt/nutch/sudo ,"(30, 30)","(671, 672)",data/report.pdf
814,mkdir ,"(30, 30)","(672, 672)",data/report.pdf
815,/var/nutch-hadoopsudo ,"(30, 30)","(672, 673)",data/report.pdf
816,chown ,"(30, 30)","(673, 673)",data/report.pdf
817,-R使用者名稱:使用者名稱 ,"(30, 30)","(673, 673)",data/report.pdf
818,/var/nutch-hadoopcd ,"(30, 30)","(673, 674)",data/report.pdf
819,nutch/1.改寫hadoop-env.sh檔gedit ,"(30, 30)","(674, 676)",data/report.pdf
820,conf/hadoop-env.sh可以cp之前hadoop的hadoop-env.sh ,"(30, 30)","(676, 677)",data/report.pdf
821,"(如果刪掉的話就依照之前的hadoop安裝,以下是我自己的設定檔)export ","(30, 30)","(677, 679)",data/report.pdf
822,JAVA_HOME=/lib/jdk1.6.0_21export ,"(30, 30)","(679, 680)",data/report.pdf
823,HADOOP_HOME=/opt/nutchexport ,"(30, 30)","(680, 681)",data/report.pdf
824,HADOOP_CONF_DIR=/opt/nutch/confexport ,"(30, 30)","(681, 682)",data/report.pdf
825,HADOOP_SLAVES=/opt/nutch/conf/slavesexport ,"(30, 30)","(682, 683)",data/report.pdf
826,HADOOP_LOG_DIR=/var/nutch-hadoop/logsexport ,"(30, 30)","(683, 684)",data/report.pdf
827,HADOOP_PID_DIR=/var/nutch-hadoop/pidsexport ,"(30, 30)","(684, 685)",data/report.pdf
828,HADOOP_OPTS=-Djava.net.preferIPv4Stack=trueexport ,"(30, 30)","(685, 686)",data/report.pdf
829,"HADOOP_NAMENODE_OPTS=""-Dcom.sun.management.jmxremote$HADOOP_NAMENODE_OPTS""exportHADOOP_SECONDARYNAMENODE_OPTS=""-Dcom.sun.management.jmxremote$HADOOP_SECONDARYNAMENODE_OPTS""export ","(30, 30)","(686, 691)",data/report.pdf
830,"HADOOP_DATANODE_OPTS=""-Dcom.sun.management.jmxremote$HADOOP_DATANODE_OPTS""export ","(30, 30)","(691, 693)",data/report.pdf
831,"HADOOP_BALANCER_OPTS=""-Dcom.sun.management.jmxremote$HADOOP_BALANCER_OPTS""export ","(30, 30)","(693, 695)",data/report.pdf
832,"HADOOP_JOBTRACKER_OPTS=""-Dcom.sun.management.jmxremote$HADOOP_JOBTRACKER_OPTS""2.改寫core-site.xml, ","(30, 30)","(695, 697)",data/report.pdf
833,"mapred-site.xml, ","(30, 30)","(697, 697)",data/report.pdf
834,"hdfs-site.xml, ","(30, 30)","(697, 697)",data/report.pdf
835,"slaves, ","(30, 30)","(697, 697)",data/report.pdf
836,"masters, ","(30, 30)","(697, 697)",data/report.pdf
837,"nutch-site.xml,crawl-urlfilter.txtgedit ","(30, 30)","(697, 699)",data/report.pdf
838,conf/core-site.xml<configuration><property><name>fs.default.name</name><value>hdfs://主機名:9000</value></property><property><name>hadoop.tmp.dir</name>30<value>/var/nutch-hadoop/hadoop-${user.name}</value></property></configuration>gedit ,"(30, 31)","(699, 711)",data/report.pdf
839,conf/mapred-site.xml<configuration><property><name>mapred.job.tracker</name><value>主機名:9001</value></property></configuration>gedit ,"(31, 31)","(711, 718)",data/report.pdf
840,conf/hdfs-site.xml<configuration><property><name>dfs.replication</name><value>2</value></property></configuration>gedit ,"(31, 31)","(718, 725)",data/report.pdf
841,"conf/slaves刪掉預設內容,改成各node主機名gedit ","(31, 31)","(725, 727)",data/report.pdf
842,conf/masters刪除所有內容gedit ,"(31, 31)","(727, 729)",data/report.pdf
843,conf/nutch-site.xml<configuration><property><name>http.agent.name</name><value>nutch</value><description>HTTP ,"(31, 31)","(729, 734)",data/report.pdf
844,'User-Agent' ,"(31, 31)","(734, 734)",data/report.pdf
845,request ,"(31, 31)","(734, 734)",data/report.pdf
846,header. ,"(31, 31)","(734, 734)",data/report.pdf
847,</description></property><property><name>http.agent.description</name><value>MyTest</value><description>Further ,"(31, 31)","(734, 739)",data/report.pdf
848,description</description></property>31<property><name>http.agent.url</name><value>cluster</value><description>A ,"(31, 32)","(739, 745)",data/report.pdf
849,URL ,"(32, 32)","(745, 745)",data/report.pdf
850,to ,"(32, 32)","(745, 745)",data/report.pdf
851,advertise ,"(32, 32)","(745, 745)",data/report.pdf
852,in ,"(32, 32)","(745, 745)",data/report.pdf
853,the ,"(32, 32)","(745, 745)",data/report.pdf
854,User-Agent ,"(32, 32)","(745, 745)",data/report.pdf
855,header.</description></property><property><name>http.agent.email</name><value>test@test.org.tw</value><description>An ,"(32, 32)","(745, 751)",data/report.pdf
856,email ,"(32, 32)","(751, 751)",data/report.pdf
857,address</description></property><property><name>plugin.folders</name><value>/opt/nutch/plugins</value><description>Directories ,"(32, 32)","(751, 757)",data/report.pdf
858,where ,"(32, 32)","(757, 757)",data/report.pdf
859,nutch ,"(32, 32)","(757, 757)",data/report.pdf
860,plugins ,"(32, 32)","(757, 757)",data/report.pdf
861,are ,"(32, 32)","(757, 757)",data/report.pdf
862,located.</description></property><property><name>plugin.includes</name><value>protocol-(http|httpclient)|urlfilter-regex|parse-(text|html|js|ext|msexcel|mspowerpoint|msword|oo|pdf|rss|swf|zip)|index-(more|basic|anchor)|query-(more|basic|site|url)|response-(json|xml)|summary-basic|scoring-opic|urlnormalizer-(pass|regex|basic)</value><description> ,"(32, 32)","(757, 767)",data/report.pdf
863,Regular ,"(32, 32)","(767, 767)",data/report.pdf
864,expression ,"(32, 32)","(767, 767)",data/report.pdf
865,naming ,"(32, 32)","(767, 767)",data/report.pdf
866,plugin ,"(32, 32)","(767, 767)",data/report.pdf
867,directorynames</description></property><property><name>parse.plugin.file</name><value>parse-plugins.xml</value><description>The ,"(32, 32)","(767, 773)",data/report.pdf
868,name ,"(32, 32)","(773, 773)",data/report.pdf
869,of ,"(32, 32)","(773, 773)",data/report.pdf
870,the ,"(32, 32)","(773, 773)",data/report.pdf
871,file ,"(32, 32)","(773, 773)",data/report.pdf
872,that ,"(32, 32)","(773, 773)",data/report.pdf
873,defines ,"(32, 32)","(773, 773)",data/report.pdf
874,the ,"(32, 32)","(773, 773)",data/report.pdf
875,associationsbetweencontent-types ,"(32, 32)","(773, 775)",data/report.pdf
876,and ,"(32, 32)","(775, 775)",data/report.pdf
877,parsers.</description></property><property><name>db.max.outlinks.per.page</name>32<value>-1</value><description> ,"(32, 33)","(775, 781)",data/report.pdf
878,</description></property><property><name>http.content.limit</name><value>-1</value></property><property><name>indexer.mergeFactor</name><value>500</value><description>The ,"(33, 33)","(781, 790)",data/report.pdf
879,factor ,"(33, 33)","(790, 790)",data/report.pdf
880,that ,"(33, 33)","(790, 790)",data/report.pdf
881,determines ,"(33, 33)","(790, 790)",data/report.pdf
882,the ,"(33, 33)","(790, 790)",data/report.pdf
883,frequency ,"(33, 33)","(790, 790)",data/report.pdf
884,of ,"(33, 33)","(790, 790)",data/report.pdf
885,Lucenesegmentmerges. ,"(33, 33)","(790, 792)",data/report.pdf
886,This ,"(33, 33)","(792, 792)",data/report.pdf
887,must ,"(33, 33)","(792, 792)",data/report.pdf
888,not ,"(33, 33)","(792, 792)",data/report.pdf
889,be ,"(33, 33)","(792, 792)",data/report.pdf
890,less ,"(33, 33)","(792, 792)",data/report.pdf
891,than ,"(33, 33)","(792, 792)",data/report.pdf
892,"2, ","(33, 33)","(792, 792)",data/report.pdf
893,higher ,"(33, 33)","(792, 792)",data/report.pdf
894,values ,"(33, 33)","(792, 792)",data/report.pdf
895,increaseindexingspeed ,"(33, 33)","(792, 794)",data/report.pdf
896,but ,"(33, 33)","(794, 794)",data/report.pdf
897,lead ,"(33, 33)","(794, 794)",data/report.pdf
898,to ,"(33, 33)","(794, 794)",data/report.pdf
899,increased ,"(33, 33)","(794, 794)",data/report.pdf
900,RAM ,"(33, 33)","(794, 794)",data/report.pdf
901,"usage, ","(33, 33)","(794, 794)",data/report.pdf
902,and ,"(33, 33)","(794, 794)",data/report.pdf
903,increase ,"(33, 33)","(794, 794)",data/report.pdf
904,the ,"(33, 33)","(794, 794)",data/report.pdf
905,numberofopen ,"(33, 33)","(794, 796)",data/report.pdf
906,file ,"(33, 33)","(796, 796)",data/report.pdf
907,handles ,"(33, 33)","(796, 796)",data/report.pdf
908,(which ,"(33, 33)","(796, 796)",data/report.pdf
909,may ,"(33, 33)","(796, 796)",data/report.pdf
910,lead ,"(33, 33)","(796, 796)",data/report.pdf
911,to ,"(33, 33)","(796, 796)",data/report.pdf
912,"""Too ","(33, 33)","(796, 796)",data/report.pdf
913,many ,"(33, 33)","(796, 796)",data/report.pdf
914,open ,"(33, 33)","(796, 796)",data/report.pdf
915,"files""errors).NOTE: ","(33, 33)","(796, 798)",data/report.pdf
916,the ,"(33, 33)","(798, 798)",data/report.pdf
917,"""segments"" ","(33, 33)","(798, 798)",data/report.pdf
918,here ,"(33, 33)","(798, 798)",data/report.pdf
919,have ,"(33, 33)","(798, 798)",data/report.pdf
920,nothing ,"(33, 33)","(798, 798)",data/report.pdf
921,to ,"(33, 33)","(798, 798)",data/report.pdf
922,do ,"(33, 33)","(798, 798)",data/report.pdf
923,with ,"(33, 33)","(798, 798)",data/report.pdf
924,Nutch ,"(33, 33)","(798, 798)",data/report.pdf
925,"segments,theyare ","(33, 33)","(798, 800)",data/report.pdf
926,a ,"(33, 33)","(800, 800)",data/report.pdf
927,low-level ,"(33, 33)","(800, 800)",data/report.pdf
928,data ,"(33, 33)","(800, 800)",data/report.pdf
929,unit ,"(33, 33)","(800, 800)",data/report.pdf
930,used ,"(33, 33)","(800, 800)",data/report.pdf
931,by ,"(33, 33)","(800, 800)",data/report.pdf
932,Lucene.</description></property><property><name>indexer.minMergeDocs</name><value>500</value><description>This ,"(33, 33)","(800, 806)",data/report.pdf
933,number ,"(33, 33)","(806, 806)",data/report.pdf
934,determines ,"(33, 33)","(806, 806)",data/report.pdf
935,the ,"(33, 33)","(806, 806)",data/report.pdf
936,minimum ,"(33, 33)","(806, 806)",data/report.pdf
937,number ,"(33, 33)","(806, 806)",data/report.pdf
938,ofLuceneDocuments ,"(33, 33)","(806, 808)",data/report.pdf
939,buffered ,"(33, 33)","(808, 808)",data/report.pdf
940,in ,"(33, 33)","(808, 808)",data/report.pdf
941,memory ,"(33, 33)","(808, 808)",data/report.pdf
942,between ,"(33, 33)","(808, 808)",data/report.pdf
943,Lucene ,"(33, 33)","(808, 808)",data/report.pdf
944,segment ,"(33, 33)","(808, 808)",data/report.pdf
945,merges.Largervalues ,"(33, 33)","(808, 810)",data/report.pdf
946,increase ,"(33, 33)","(810, 810)",data/report.pdf
947,indexing ,"(33, 33)","(810, 810)",data/report.pdf
948,speed ,"(33, 33)","(810, 810)",data/report.pdf
949,and ,"(33, 33)","(810, 810)",data/report.pdf
950,increase ,"(33, 33)","(810, 810)",data/report.pdf
951,RAM ,"(33, 33)","(810, 810)",data/report.pdf
952,usage.</description></property><!--<property><name>urlfilter.order</name>,"(33, 34)","(810, 815)",data/report.pdf
953,33<value>org.apache.nutch.urlfilter.regex.RegexURLFilter</value><description>The ,"(34, 34)","(816, 819)",data/report.pdf
954,order ,"(34, 34)","(819, 819)",data/report.pdf
955,by ,"(34, 34)","(819, 819)",data/report.pdf
956,which ,"(34, 34)","(819, 819)",data/report.pdf
957,url ,"(34, 34)","(819, 819)",data/report.pdf
958,filters ,"(34, 34)","(819, 819)",data/report.pdf
959,are ,"(34, 34)","(819, 819)",data/report.pdf
960,applied.If ,"(34, 34)","(819, 820)",data/report.pdf
961,"empty, ","(34, 34)","(820, 820)",data/report.pdf
962,all ,"(34, 34)","(820, 820)",data/report.pdf
963,available ,"(34, 34)","(820, 820)",data/report.pdf
964,url ,"(34, 34)","(820, 820)",data/report.pdf
965,filters ,"(34, 34)","(820, 820)",data/report.pdf
966,(as ,"(34, 34)","(820, 820)",data/report.pdf
967,dictated ,"(34, 34)","(820, 820)",data/report.pdf
968,by ,"(34, 34)","(820, 820)",data/report.pdf
969,propertiesplugin-includes ,"(34, 34)","(820, 821)",data/report.pdf
970,and ,"(34, 34)","(821, 821)",data/report.pdf
971,plugin-excludes ,"(34, 34)","(821, 821)",data/report.pdf
972,above) ,"(34, 34)","(821, 821)",data/report.pdf
973,are ,"(34, 34)","(821, 821)",data/report.pdf
974,loaded ,"(34, 34)","(821, 821)",data/report.pdf
975,andapplied ,"(34, 34)","(821, 822)",data/report.pdf
